x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,0.0,0.0,-0.2426103215156775,0.095089451638066,-0.1902906194413972,-0.5238302163721369,0.0606885367269203,-0.2755368402298496,-0.7291208985315689,-0.0459608807934706,-0.3242022925095949,-0.9104242020308264,-0.2279632463264086,-0.3451963653934641,-0.4073159179466114,-0.3461196583235874,-0.2681254583876992,-0.4073101392478255,0.4332727092568947,-0.3933220510897411,-0.3060527292528896,0.484418045977761,-0.4256541115758376,-0.2717532626093182,0.2787416356743718,-0.4377098015283149,-0.2150282711718664,-0.4050559651631014,-0.2365598580228587,-0.2130249889260958,0.465421857874477,-0.3518317161444944,-0.1520982413936687,0.4354419685733485,-0.3440063547421003,-0.1487116028663235,0.1758763027422657,-0.3378394397614002,-0.0174802427884557,-0.3695131151641022,-0.2242814072581564,right_thumb_left
0.0,0.0,0.0,-0.2421298875999903,0.1040145822709079,-0.1926657167648547,-0.5189120049671331,0.0717154371041721,-0.2853226526211332,-0.7216312135214621,-0.0310793835998599,-0.3393126376379799,-0.911769365714632,-0.189435097406267,-0.3644049500418674,-0.4202580550780235,-0.3416823812781093,-0.2994844797205108,-0.418098855796349,0.4318077826676103,-0.4328447836903175,-0.313069462692521,0.4817974797624562,-0.4644203870151716,-0.282983881673509,0.2767239036610192,-0.4753793577454395,-0.2255712153903931,-0.4132605430862986,-0.268642761995238,-0.2200083585363583,0.4615840131656515,-0.3918970543241563,-0.1565704934852841,0.4372994359802707,-0.3787588382701602,-0.1591479333883643,0.1789081990664218,-0.3678365918889344,-0.0240905314983021,-0.3788284990450626,-0.2561526545268761,right_thumb_left
0.0,0.0,0.0,-0.2415654198119289,0.1137823272365742,-0.1989708744643685,-0.5108971900417005,0.0979723102135491,-0.2984609275426257,-0.7132118907913725,0.0082897030973272,-0.3579523089232891,-0.9092625508853696,-0.1424637309978227,-0.3910827264244876,-0.4003327897012304,-0.3057343376337487,-0.3258803830668065,-0.3976410505622039,0.4738035199372687,-0.4589699307809255,-0.3028207333520276,0.5339185461062369,-0.4878338158146362,-0.276203172729439,0.3374531923073476,-0.4976531531387122,-0.2013810383270523,-0.3661647556107701,-0.2945792701369364,-0.1971394516510967,0.5113085148615625,-0.4177758864313819,-0.146859644692775,0.4840365884276568,-0.4017760086734478,-0.1505984653837667,0.2296366791897386,-0.392185354473675,0.0014412411004835,-0.3310568025969201,-0.2803436052788569,right_thumb_left
0.0,0.0,0.0,-0.2489430177322085,0.1118831308675706,-0.1884110969555527,-0.5236627685369465,0.0865649378634783,-0.279593888515288,-0.7262812914819851,-0.0121697179994289,-0.3328023371731979,-0.9173131204371464,-0.1745936518750028,-0.3578459106917609,-0.4230761920455274,-0.3380693216681116,-0.2938423147642247,-0.4204011597026168,0.4309185188779664,-0.4156283772612162,-0.3202508421072952,0.4834943356263152,-0.4370204016582011,-0.2874366491886504,0.2811961448981003,-0.4415025097338458,-0.2263696068279158,-0.4061169907397188,-0.2643793998783285,-0.2189893721348666,0.4700620178609784,-0.3774495077285132,-0.1607886895751756,0.4387647206968993,-0.3600567519442642,-0.1605135655341134,0.1810884521542108,-0.3477371607692977,-0.0258429307584657,-0.3741619146183112,-0.2520285262603128,right_thumb_left
0.0,0.0,0.0,-0.2416811205367457,0.1117661063845255,-0.1950263543310425,-0.5159040393154778,0.0937184928800139,-0.2908338787980927,-0.7186562949318792,-0.0001791754061438,-0.3478616547189908,-0.90937989744308,-0.1770652986838764,-0.3763988338563274,-0.4173242347582441,-0.3257675533120679,-0.310665462314525,-0.4164933941725859,0.4425294342239775,-0.4434542134112243,-0.3167230974885051,0.489677279888944,-0.4718716848418699,-0.2846967130736296,0.2872620756490727,-0.4805882756867674,-0.2194350793213016,-0.3969408373293557,-0.2810284762434236,-0.2095526289031239,0.4838418848558185,-0.4038860402359274,-0.1507203355184437,0.4492509508210632,-0.3878632551528431,-0.150667655997944,0.1870952192412306,-0.3755966093064962,-0.0147707522200978,-0.3638828123046953,-0.2694716015754754,right_thumb_left
0.0,0.0,0.0,-0.2423615805058707,0.1089777572954797,-0.1951724065410163,-0.5054766151625256,0.0909685140209672,-0.2995827019694885,-0.7020458139326317,-0.0051667197324728,-0.3635958133127215,-0.8987801765005297,-0.1777472346027839,-0.4007494415725862,-0.4145430826422512,-0.327200345261592,-0.3490707035472868,-0.4069489023343011,0.4252060510383813,-0.4841780045983212,-0.3119511264184589,0.4834737304253504,-0.505954388111832,-0.2869701818688734,0.2917958719028107,-0.5103245199723626,-0.2187394835653913,-0.3967646533791597,-0.3218930525338151,-0.2097795871345004,0.4608993214439786,-0.4473257124163429,-0.152038387319603,0.4490049722768835,-0.4203512216594636,-0.1543248037621497,0.2080709245184656,-0.4018893752698221,-0.0172086620805734,-0.3678066795864187,-0.3103758526627176,right_thumb_left
0.0,0.0,0.0,-0.248575814243202,0.0884804986268576,-0.1791426452413126,-0.5178893004977769,0.0706853211232716,-0.2637988996465987,-0.7264075968255181,-0.0175375367785011,-0.3156331133424993,-0.9206712703212936,-0.1852388686200769,-0.3435854676166168,-0.4449885258169577,-0.3573393436517374,-0.2712430080874018,-0.4516653670237014,0.377302489249219,-0.3958442230147878,-0.3440771028405529,0.4642191760528344,-0.4259821318488578,-0.3095904640155625,0.2892426219929543,-0.4377140493183453,-0.2485862417943418,-0.4222461972049248,-0.2480251430374283,-0.2503699947347018,0.427459010231641,-0.3677162246629136,-0.1694570106057902,0.4436868465869837,-0.3585059296948245,-0.161921580880582,0.2227135623301419,-0.3511987831276461,-0.0476946563702479,-0.3949420556050264,-0.2424958337806363,right_thumb_left
0.0,0.0,0.0,-0.2489810442684285,0.0968924544247182,-0.1763287551866312,-0.5245943456173563,0.070955196726704,-0.2608052593108426,-0.7326900139154845,-0.0249239101713116,-0.3120417119396693,-0.921379861753333,-0.1934460221152695,-0.3371020422412001,-0.4714904962325758,-0.3298424667023936,-0.2826550477497717,-0.4722626809611614,0.4408260501703757,-0.4133373957397226,-0.3548120917997219,0.4915076710114333,-0.447631706307919,-0.3140043980768919,0.298826545737993,-0.4614439080489653,-0.2780161507392307,-0.3945108672990683,-0.2631587084233032,-0.2694712691512844,0.4428958100091587,-0.3822177466143875,-0.1859048812942107,0.4231091974658635,-0.372017727972264,-0.1772349461948783,0.1929153314523805,-0.363957118177583,-0.070573410840949,-0.3642356606431695,-0.2612016002658864,right_thumb_left
0.0,0.0,0.0,-0.2524756846864368,0.0828291089262036,-0.1627815493823405,-0.5202601454828959,0.0439118613042634,-0.2456770223027407,-0.7264782114765848,-0.0572899299784565,-0.2973196167357567,-0.9163608760356629,-0.2315806002030464,-0.3265779699868765,-0.4706500247579641,-0.3838708526781057,-0.2749114209629535,-0.4806250749157474,0.3480122966978364,-0.3961991570907974,-0.3694713732841474,0.4207452788605155,-0.4276827003634127,-0.3349550891766774,0.2362809146256544,-0.4427811812382952,-0.2768427182437449,-0.4463049903147543,-0.2606406567560205,-0.284653707399856,0.3745099851946674,-0.3727830963490396,-0.197185066788516,0.3788061677434692,-0.3616408709710396,-0.1805219600320405,0.1714770650096145,-0.3561333520174238,-0.0727541664947737,-0.4159308949573976,-0.2614562535416658,right_thumb_left
0.0,0.0,0.0,-0.2593200976681633,0.0739827702904868,-0.151067163733574,-0.5321142942414091,0.0272118521517136,-0.2210914502787669,-0.7397054425275449,-0.0817947868139361,-0.2661392916275854,-0.9225215144582722,-0.2543087193902413,-0.2903121261740736,-0.5072054449267279,-0.4073566595293326,-0.2165148138498514,-0.5271192930166829,0.3040962582978768,-0.336404126275907,-0.4083431742980791,0.4118264600085016,-0.3743137411747771,-0.367190071852598,0.24909141182956,-0.3919571378477895,-0.3154022623684905,-0.473223870290602,-0.2049049830126469,-0.3285642243686031,0.3301318813022389,-0.3145507324255377,-0.221018548267254,0.3838515344672875,-0.3092050838984752,-0.2002344462713386,0.1815232576225066,-0.3030674994525177,-0.1123379910241467,-0.4447313650087832,-0.2111694490836116,right_thumb_left
