x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.0,0.0,0.0,-0.099494139510086,0.0232762107729635,-0.0898699153429671,-0.2047915126525102,0.0359450059585421,-0.1688495011979129,-0.2773158911921601,0.0579815370855534,-0.2427342966948273,-0.2793851134797028,0.0561197895798782,-0.3046982489420836,-0.2098019216888462,-0.349603384864884,-0.1435245549352941,-0.255591998181468,-0.2724983410166323,-0.2509393762206467,-0.2396150140341535,-0.0898973613910762,-0.3084823242725811,-0.2159985374892097,0.0478933431816565,-0.3338915683055173,-0.1185980395494119,-0.4446651571922391,-0.1515410200103082,-0.1755946061499141,-0.5921196592293272,-0.2551206659423742,-0.2114296362146313,-0.7495165524455978,-0.3163117790832475,-0.2348461241811771,-0.906503754264856,-0.3508535897789855,-0.027905358161177,-0.4381808572871212,-0.1646455634826537,right_mouse_right_click
0.0,0.0,0.0,-0.0977863219327506,0.0207355475764634,-0.0858417620354992,-0.2035579730582004,0.0340879183478454,-0.1635419055463312,-0.2757469045205351,0.0584784950747443,-0.2375337883363753,-0.2800721866262354,0.0579102137589301,-0.3008181673517883,-0.2077273407063925,-0.346376332983748,-0.1381861936858042,-0.2538561562623503,-0.2740818456415601,-0.2472557268070841,-0.2408878368500946,-0.0933773478136523,-0.3092626153385434,-0.2186748653797264,0.0415825650294442,-0.3377663319423203,-0.1157569864627362,-0.4438395356442145,-0.1480003591423694,-0.1711636083005296,-0.5940584559407956,-0.2502852836057831,-0.2080493847065559,-0.7517194241910691,-0.3127809505206289,-0.2318559094598695,-0.9081346000834484,-0.3486178213743701,-0.0238072416013941,-0.4390687324564852,-0.162942508543523,right_mouse_right_click
0.0,0.0,0.0,-0.0971699807997749,0.020456211279851,-0.0842558228491785,-0.2034213862596443,0.0339475310063612,-0.1609329578966105,-0.2751866544622012,0.0624660553532167,-0.2342366935062242,-0.2831340287748151,0.0611205321326659,-0.2971587372419988,-0.2050738338463152,-0.3505464201941389,-0.1362949246830749,-0.2523717628096747,-0.2759679492918894,-0.2444425602113323,-0.2386005843577958,-0.0890405449437071,-0.3056839404299529,-0.2161750770568784,0.0443281064225191,-0.3331202451313668,-0.1117497001596984,-0.4457353765285219,-0.1467801088007367,-0.1697795165561681,-0.5933687031963263,-0.2449195244654725,-0.2057656316239191,-0.7501273008622422,-0.3040451158824602,-0.2307997253804491,-0.9124999439516004,-0.3377504094040971,-0.0183990421451453,-0.439894250379176,-0.1626798645695035,right_mouse_right_click
0.0,0.0,0.0,-0.099857629954722,0.0153682890532107,-0.079606653120802,-0.2054427619669445,0.0201832762372272,-0.1521087006429589,-0.2744069420858291,0.04509840650469,-0.2225368728824034,-0.2878355166362165,0.0573581537287851,-0.2824289703387585,-0.206962556552269,-0.3576287239624214,-0.124542615404558,-0.2545620479180426,-0.2818644645716907,-0.2284146881902369,-0.242609662929888,-0.0895679080421849,-0.2879792383618524,-0.2209259130322021,0.0462546486413908,-0.314838935520379,-0.1136187371202329,-0.4494114481165297,-0.1363729595049128,-0.1708575974321853,-0.5894273545207754,-0.2326278019762513,-0.2075388164306094,-0.7500244773120096,-0.2924733696823559,-0.2315784783685973,-0.916120796186182,-0.3272523417054203,-0.0219253500866055,-0.4424505974790562,-0.1538055409279866,right_mouse_right_click
0.0,0.0,0.0,-0.1018645011250673,0.0226198809565414,-0.0822672740960375,-0.2108107927028286,0.0318706568791759,-0.1574870025801754,-0.2822051449677085,0.0593586972549415,-0.2293701251510038,-0.2894723310536933,0.0581122074651567,-0.2912068080688476,-0.2128619784328541,-0.3436750932690706,-0.1359429071289701,-0.2621332885224777,-0.2677064533866721,-0.2421657184754961,-0.2483058940894496,-0.0874108137064641,-0.3027697400737849,-0.2243441360346991,0.0418884758571469,-0.3309751575567037,-0.1202950503873738,-0.4412622266690077,-0.1470352677223295,-0.1784579995974255,-0.5888276478975099,-0.2465541173862311,-0.2160273309571436,-0.7461130717143349,-0.3084992316476267,-0.2403390815420523,-0.907491902018615,-0.344522239709078,-0.0281935837190916,-0.437084370139696,-0.162629501367061,right_mouse_right_click
0.0,0.0,0.0,-0.1013177592430388,0.0207314676214926,-0.0810913472303155,-0.2114184482521957,0.0333407929736217,-0.1561542356123997,-0.288564984813255,0.0591267556693912,-0.2289331359190758,-0.2936108679407916,0.0625756609232896,-0.2911223805862876,-0.2146922439223763,-0.3423839106417614,-0.1298029793501358,-0.2638338061776045,-0.269455972074507,-0.2372422964797588,-0.2513079090595213,-0.0904069609698598,-0.2980919573169194,-0.228474049940074,0.0429750495581211,-0.3254070339518588,-0.1215563723292114,-0.4404519158992694,-0.1413404088833885,-0.1776343194370101,-0.5927791327623773,-0.2421524293114139,-0.2170084987643795,-0.7519302409237616,-0.3040245345545285,-0.2430034805841564,-0.908903513345436,-0.3388859865091922,-0.0297104985915076,-0.4374257136978698,-0.1579859451020704,right_mouse_right_click
0.0,0.0,0.0,-0.0999842119324826,0.0209622391826552,-0.0843718460271429,-0.2091177043741708,0.0364673093041473,-0.1598766432461648,-0.2831334365026544,0.0613816449922528,-0.232051084245386,-0.2913535311358686,0.0569343902239387,-0.2934595637949128,-0.2146219799948367,-0.35129321197846,-0.1327658181369745,-0.2627963481115669,-0.281394449313686,-0.2399713465263459,-0.2481970903823435,-0.0932691898549812,-0.2999690565371795,-0.2232579428422862,0.0424221537725752,-0.3259506839257726,-0.1197001050446323,-0.4485333769218982,-0.1422940862000414,-0.1767355406366645,-0.5954384190594602,-0.2421231004480557,-0.2143729624951756,-0.7520443559220833,-0.3033428391165218,-0.2392874779793098,-0.9104424995981512,-0.3373958473481435,-0.0250657239442171,-0.4435156293547218,-0.1572240562494374,right_mouse_right_click
0.0,0.0,0.0,-0.09986185450333,0.0177166389917602,-0.0811926864012277,-0.2067361730058595,0.0320028100430294,-0.1567187208354009,-0.277944024616527,0.0555152208677843,-0.2292583513795368,-0.2877443915643433,0.046894021434256,-0.2910130284170298,-0.2098907454103512,-0.3495896638328932,-0.1335684452377477,-0.2565574746672813,-0.2778225162198433,-0.2425247676788583,-0.2426535189991098,-0.0957511182302287,-0.3037751401979093,-0.2200520637718455,0.0367786260991554,-0.3304899450222477,-0.1149124563207946,-0.444762723734781,-0.1456360940929853,-0.1693146245371924,-0.5989500889513069,-0.244587819434611,-0.2025117906440953,-0.7544924514796747,-0.3026437272704062,-0.224901142243619,-0.9150983190621992,-0.3346857371730276,-0.0211322757603032,-0.4389889306264807,-0.1631056957929585,right_mouse_right_click
0.0,0.0,0.0,-0.1000832667837106,0.0175885414037909,-0.0854501310638178,-0.2079738049679966,0.0287641058806593,-0.1626826165144761,-0.2830909116112337,0.0459238783158761,-0.236020270079458,-0.2888098342349449,0.0481654598609817,-0.2979635562066915,-0.2111798515837986,-0.3502111058385284,-0.1357286058472436,-0.2577329209665025,-0.2736655940823415,-0.2438928686564593,-0.2424851117225617,-0.0980898268840617,-0.3045268717996872,-0.2200723008355881,0.0305086971785965,-0.3319060282846877,-0.1172241281391098,-0.4460393796632846,-0.1461005267552054,-0.1703884756782252,-0.5936651011083793,-0.2481399525423124,-0.2039199410635506,-0.752274625146211,-0.3090017944310528,-0.2262351919873531,-0.9116242440133518,-0.3431601311829947,-0.0254852427706064,-0.4393121606810756,-0.161838875270489,right_mouse_right_click
0.0,0.0,0.0,-0.1002114884588122,0.0200233411453801,-0.0819867627751972,-0.2058227473763271,0.0290499292726237,-0.1573624802560079,-0.2757816506227096,0.0513452107236316,-0.2303691684824793,-0.2814339379281556,0.0538657556431657,-0.2926270636754463,-0.207257825512396,-0.3503342265346351,-0.1288576294919594,-0.2502875853412672,-0.2806390433472104,-0.2377634441443272,-0.2380782179724672,-0.0935069883490143,-0.3013434962073898,-0.2168835187499761,0.0414860283171966,-0.3304745153969959,-0.1137046016844004,-0.4438371248220473,-0.1401493782031531,-0.1656656334223079,-0.5927356396206055,-0.2406137280519413,-0.1978298778618429,-0.7521023114324099,-0.3022019423433384,-0.2175701156128462,-0.9158034704843148,-0.3375903556695563,-0.0216357145604652,-0.4376442380700525,-0.157254438166783,right_mouse_right_click
