x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.0,0.0,0.0,0.16564798545764622,-0.11005724875625868,-0.020508885281316693,0.32026023807309334,-0.3027557500312825,-0.06801378091777112,0.4639443587955238,-0.3864607911709807,-0.12317673343293724,0.6047410123430417,-0.39862514053517306,-0.17750268160366112,0.17891574579761702,-0.9044985912947291,-0.04507923711189795,0.38423506505976274,-0.9058458468350258,-0.125985051373713,0.5123722330208518,-0.8315747451706812,-0.19027623660804543,0.6177586267319404,-0.7504245821140791,-0.2350260105970762,0.10008845522826941,-0.9217510000055026,-0.08587535349818166,0.3685322961945474,-0.9026759629718417,-0.17074881253138194,0.507818908382464,-0.79936811980572,-0.22206768652711473,0.6173877996808093,-0.6989025361397657,-0.25222881975762756,0.0399630116214938,-0.8360367474418169,-0.132331597864404,0.30336039671377835,-0.8096932281006561,-0.2165425162261461,0.45899242371983623,-0.7131789957061013,-0.24953745937031105,0.5864974480389222,-0.6325352349870893,-0.26248105633609203,0.010397860666965473,-0.6667774946355645,-0.1814233136156112,0.21471182234713093,-0.6636552053359718,-0.25087103803751953,0.34166900793825844,-0.6253523703824992,-0.27450128535175644,0.453828151012399,-0.5969479634738328,-0.28255622366516014,volume_control
0.0,0.0,0.0,0.16579217987345016,-0.10607377260214883,-0.017166429679743286,0.3174719003046879,-0.2912805051916384,-0.06025109799610768,0.4558307068666096,-0.36459845819516057,-0.1116772965984606,0.5775699004868992,-0.35986482724833163,-0.16096949509099684,0.17399346656608228,-0.9161655622334708,-0.029480086031741543,0.3748389568375494,-0.9049878473249476,-0.10403347360665927,0.49423924260960855,-0.7900504707598744,-0.16359044548721619,0.5862124653930312,-0.6901129983423099,-0.20395572570316395,0.0963577417820889,-0.9158846639869921,-0.07298138564024005,0.3552708233052103,-0.9220621590259486,-0.15357088591410914,0.47757350209641414,-0.7826553055972412,-0.20274038862140134,0.5658569635437947,-0.6538222425129617,-0.2272524823840029,0.0397970734125879,-0.8155339987366862,-0.1221631423724439,0.2974229379435403,-0.7909269834973439,-0.20422020377845546,0.44521149997291704,-0.6768948716339027,-0.23769157844191352,0.5572271081612338,-0.586182424700954,-0.24718819222479763,0.01369393394223835,-0.6383664841948505,-0.17327804652509218,0.21253656327891782,-0.6339550352266595,-0.23679384613274748,0.3364553068749694,-0.5903878549583912,-0.2561991111200234,0.44118035905619957,-0.5607246268435396,-0.26003629848560084,volume_control
0.0,0.0,0.0,0.1690497375094664,-0.10194708166132183,-0.022211047362108428,0.3179667546887482,-0.2904421877759136,-0.07025781082858079,0.4578837799268032,-0.3710537962097276,-0.1262115602049086,0.5867130803394954,-0.3796628562942193,-0.17974448162736298,0.17283030714312891,-0.9198492344112625,-0.04046187036394714,0.3707219230835963,-0.9210338327178662,-0.11942334250153058,0.4938532047326337,-0.8168457627936792,-0.18213774546164202,0.5872199673240521,-0.7212111179179077,-0.22446324789609887,0.09490143366348511,-0.9195143430281133,-0.08196663213259886,0.3553161085837133,-0.9046283669887967,-0.1661011828179383,0.48388061325385096,-0.7736335572629925,-0.21656136092603764,0.5757143715718543,-0.6550895757950264,-0.24360050651803228,0.03852498752773953,-0.8175566974672289,-0.12961008382059389,0.29491294719720446,-0.78793473474294,-0.21309613157782634,0.44728609390503166,-0.6830793146775137,-0.2462495676345775,0.5640291219541738,-0.5971799001428046,-0.2572699898333025,0.012144340024685367,-0.639347113016118,-0.17985509849463807,0.2106438419382783,-0.6412755089588767,-0.24537934106826265,0.33773895097543766,-0.6053835677660427,-0.2663403026581849,0.44647125460742565,-0.5800565172052933,-0.2719252043565871,volume_control
0.0,0.0,0.0,0.1575399801587408,-0.10782478741944093,-0.01568883826053659,0.30765942685473097,-0.2966742030747932,-0.0572737758018433,0.44247597488441504,-0.3805086843090654,-0.10744669373014318,0.5639555271882994,-0.40008176420620306,-0.1551119884459404,0.17543916853504726,-0.9032872121469729,-0.02687092516320748,0.3587153325018528,-0.8935276500407975,-0.10381775592983575,0.4822859613198277,-0.7808049155839436,-0.1660897899300438,0.5759857469570937,-0.6747970881091487,-0.20710073094486603,0.09453799669012211,-0.9098127319640893,-0.07014659560664685,0.32843905347197533,-0.9325407281837351,-0.1499852607191185,0.4577823982939484,-0.7992379669921356,-0.19803409720596088,0.551560993574655,-0.6710861661370453,-0.221684310858713,0.034828439718891234,-0.8204275483601218,-0.11929020378317706,0.28036761118001186,-0.7961343853915015,-0.20274683706238664,0.43300580323500226,-0.6815576811861151,-0.2332111475867346,0.5467475499966653,-0.5884298981100143,-0.23951582868395735,0.006142362152704988,-0.6542693450656076,-0.17007888418575387,0.20965123007932218,-0.6506309514637577,-0.2295569830183935,0.3345026963592711,-0.5955651533164341,-0.241304794033356,0.4333337851112021,-0.5562605608329942,-0.23938780820238198,volume_control
0.0,0.0,0.0,0.16202007848326772,-0.10505881739235749,-0.01986915865592052,0.31413392931445383,-0.2955354299472826,-0.06440837104009019,0.4516107772381314,-0.37424301268977045,-0.11741995786251609,0.5764769865105146,-0.39880676820077554,-0.16760228863433618,0.19080383633981815,-0.8917162341887223,-0.035599468422713526,0.3662440684083808,-0.8967229208505048,-0.11985723933161195,0.4867194751888624,-0.7716473028227161,-0.18572579812916987,0.573344354498521,-0.6525511366100043,-0.2276507578497198,0.10799650757505311,-0.8977140861254419,-0.07801241847009713,0.3352344835519098,-0.9274983223406112,-0.1654228010071036,0.46666153423231316,-0.7863916322382843,-0.21517628914041176,0.5579608582038676,-0.6507486932444474,-0.23859573340088894,0.04450984904508594,-0.8105755405206804,-0.12702917274024,0.2832180178045286,-0.7935810615856735,-0.2165162203573989,0.43617899757759454,-0.6700314330073572,-0.24668516378416636,0.5481328423710545,-0.5703809855219846,-0.2516418039234459,0.012807027173203232,-0.6455187638291692,-0.17781391535700344,0.21865511039045477,-0.6319425934876342,-0.241802892686908,0.34373262720229497,-0.565821010412914,-0.25394665650722836,0.4407131130562481,-0.5194582193883273,-0.25126139158053584,volume_control
0.0,0.0,0.0,0.16611952035869545,-0.11303961663321109,-0.025517974109663378,0.3167416341908143,-0.3051570792226145,-0.07221246085482354,0.45487745543429464,-0.3881425765101131,-0.12596214470378533,0.5835256904677484,-0.4023452177281844,-0.17716462960873167,0.19319172002370794,-0.8797609590624033,-0.04418484205867565,0.3699424203876748,-0.8947265283309519,-0.1318540133786897,0.48875109594727617,-0.7743617988605651,-0.19971239223825146,0.5769736780550564,-0.6510276485008584,-0.24243171023023916,0.11076410674561675,-0.884316084280016,-0.08316774273146367,0.33671077983776765,-0.9253157692886316,-0.174403491498394,0.46161111086623924,-0.7913668150773229,-0.2254566409351639,0.5519799270412817,-0.658430719128065,-0.2491477350677736,0.04562067976912162,-0.7968369521792122,-0.12897393147812067,0.2839641468050658,-0.777913782029864,-0.2199414123906499,0.4325689374620389,-0.6591056994786129,-0.2513579228047979,0.5448459453569611,-0.5611315512129368,-0.2567357330681721,0.012163878510266386,-0.637080183337458,-0.17710806573533303,0.20898973616778205,-0.6210806812024147,-0.24013523977826848,0.3282972685979378,-0.5653826456110319,-0.25345283884175906,0.4242454722593775,-0.5294812814687635,-0.25222227809116393,volume_control
0.0,0.0,0.0,0.17416084430865533,-0.11079814721696074,-0.02013681130413993,0.33022419799029257,-0.3153305017497856,-0.06513604227739084,0.47283136368222,-0.41032989435793105,-0.11923053868764615,0.6140334344816337,-0.4465767369852208,-0.17376199861335756,0.21456211190494823,-0.8980486651215881,-0.03744170007665167,0.41104743902966234,-0.8921493371577087,-0.12137915731666464,0.537551358057497,-0.8052409960711634,-0.1905819917097613,0.635672398959071,-0.7084868797043633,-0.23726368612049742,0.12779426095639562,-0.9243969035324356,-0.07715724372719972,0.38368611384894385,-0.9088193821884415,-0.1638056671733755,0.5167316291161368,-0.7804157500963173,-0.2184434985491253,0.612641982226487,-0.6550080798725166,-0.24970366694987464,0.05615299864652384,-0.8510389426872089,-0.12307142488794033,0.30926126973472495,-0.8312583279586397,-0.21086213499199555,0.45199654075909207,-0.7044800564609166,-0.2448293509690257,0.5608739787960989,-0.5912530360111523,-0.2564921852499475,0.013814863569282031,-0.6941926854576599,-0.17129943000138326,0.21655567857381983,-0.6845617091487162,-0.24243949471152904,0.34080846567979617,-0.621824589871892,-0.2654579378528069,0.44523269531383197,-0.5699140160432035,-0.2718465865813995,volume_control
0.0,0.0,0.0,0.16974206307512535,-0.1104238096917994,-0.02382273840348776,0.32862069771499736,-0.31831856275492193,-0.07077182001632389,0.47102155471608365,-0.416940577208466,-0.12517238436217745,0.6101085951295322,-0.45866973284248064,-0.17827529286929614,0.1941362833076869,-0.9202115831318961,-0.04005657950994844,0.39315588813329916,-0.9027005241000234,-0.1283257338370819,0.5219957621082681,-0.8103999871784033,-0.20032123054573026,0.6198037351905297,-0.7066457564725028,-0.24811133633091953,0.10842831091269331,-0.9442367777793693,-0.07933035664170064,0.3721111872016036,-0.9125833960506594,-0.16948395089818524,0.5081008709199099,-0.7816199910257865,-0.22636401868418446,0.6077912354151899,-0.6576760710861284,-0.25838496277203066,0.040715237597692286,-0.8617055664745118,-0.12522532875453976,0.2988906777259612,-0.8256323156610657,-0.2167565502448095,0.4477504091758619,-0.6981299765287977,-0.2504984187618735,0.5633591112542888,-0.5913549158450434,-0.26105947155415105,0.002104021370544281,-0.692537575714545,-0.17353245323631006,0.21589181940685223,-0.6647364289496015,-0.2473425330286523,0.3444733852270991,-0.5979889872145077,-0.2684076947365763,0.4503821673730854,-0.5475186660659853,-0.27232711615863764,volume_control
0.0,0.0,0.0,0.1706253036533587,-0.11039123384416849,-0.024708708085056666,0.3286395820906949,-0.31695245208160633,-0.07191641185868268,0.47031891207401827,-0.4119056857351604,-0.12678430462484377,0.608185249547058,-0.4518633835223819,-0.1806536507295575,0.1990444164577315,-0.9071268938844489,-0.040973278701382385,0.3949361848804269,-0.8864021920894071,-0.13078480696052436,0.5226815390787571,-0.7940435641419925,-0.2038046481026111,0.6201786604411536,-0.6933896083444038,-0.2525323249025692,0.11319145435339287,-0.9300645652978078,-0.08125414131791991,0.37072512602638613,-0.9119446705518154,-0.1758402649704011,0.506434071952151,-0.7763207518568137,-0.2343319021029933,0.6054254975726789,-0.6493370337696996,-0.266024515172205,0.045581861739889984,-0.8493411944931758,-0.12838343730528298,0.3006818394552847,-0.8157368160789702,-0.2244651824883588,0.4494239633392821,-0.6807516361848456,-0.2588839360318431,0.5643494053896471,-0.5698022637726966,-0.26828957419476707,0.006899524294573572,-0.6806455807142163,-0.1778351207345915,0.21808801393248972,-0.6580497505274231,-0.2552851957824382,0.34695339859105934,-0.5907159791288236,-0.27729553144160807,0.453637021721985,-0.539834856584037,-0.2811478616774995,volume_control
0.0,0.0,0.0,0.16761330289178625,-0.11258795806049181,-0.022582782259118472,0.3282883034919724,-0.32660415191415854,-0.0668942665538401,0.4748052517944502,-0.4331299923718591,-0.11913273681800753,0.615322878358985,-0.4811002168584213,-0.1700455439855552,0.2022342306147296,-0.9206286839615838,-0.02906247819218422,0.4024931024542172,-0.8945267004407221,-0.11091797548950885,0.5280946902142647,-0.8008743080188186,-0.17986310322237634,0.625443757888828,-0.7014361195155834,-0.22647271777701472,0.11963213595467746,-0.9560746330234832,-0.06681100288453484,0.3825455080110258,-0.911519093881577,-0.1509697843606288,0.5150623301939536,-0.7767835666245408,-0.20455134184875026,0.6149704525868774,-0.6522035699907451,-0.23452010150892122,0.05114895708001858,-0.8889108573750863,-0.11162106490486332,0.3106790417241349,-0.8415249203154559,-0.19740001912629626,0.45587836125179065,-0.7076603036832263,-0.22995165305089355,0.5715746653319529,-0.5945308421916334,-0.24047338609006028,0.010572970324496202,-0.7321844548417197,-0.15932174528866053,0.2215264609927543,-0.690707391786911,-0.22974956274800673,0.3500827075616426,-0.6153074504895207,-0.25138111160774085,0.45865725078743774,-0.5547806654201515,-0.2557742836957525,volume_control
